item_purchased,size,color,category,season,review_rating,purchase_amount,discount_applied,shipping_type,payment_method,customer_id
Shorts,XL,Beige,Clothing,Winter,3.6,90.0,No,Standard,PayPal,3076
Coat,M,Gray,Outerwear,Fall,4.3,46.0,Yes,Express,Cash,1363
Blouse,M,Cyan,Clothing,Summer,4.0,33.0,Yes,2-Day Shipping,Credit Card,36
Sandals,L,Yellow,Footwear,Summer,4.6,32.0,Yes,Express,Cash,118
Socks,M,White,Clothing,Summer,3.3,88.0,Yes,2-Day Shipping,Debit Card,1524
Phone,Not Applicable,Red,Electronics,Autumn,2.9156626506024095,1364.38,No,Standard,Credit Card,4840
Dress,L,Charcoal,Clothing,Fall,3.4,27.0,Yes,Free Shipping,PayPal,1423
Watch,Not Applicable,Black,Electronics,Summer,3.0759493670886076,1122.1,No,Standard,Debit Card,4690
Hoodie,M,Gray,Clothing,Summer,2.7,51.0,No,Next Day Air,Bank Transfer,3745
Bag,Free Size,White,Accessories,Autumn,3.159090909090909,737.5294936708862,Yes,Standard,Credit Card,4791
Coat,S,White,Outerwear,Spring,3.721875,52.0,Yes,Store Pickup,Venmo,1335
Sweater,M,Teal,Clothing,Spring,2.6,40.0,No,Free Shipping,Bank Transfer,2874
Bag,Free Size,Green,Accessories,Winter,3.159090909090909,882.19,Yes,Standard,Debit Card,4229
Hoodie,M,Charcoal,Clothing,Spring,3.4,84.0,No,2-Day Shipping,Bank Transfer,2877
Sunglasses,Free Size,Purple,Accessories,Winter,2.6,90.0,No,Free Shipping,Debit Card,2002
Sunglasses,Free Size,Pink,Accessories,Spring,4.0,31.0,No,Next Day Air,PayPal,3641
Shorts,L,Gold,Clothing,Fall,3.7358490566037736,92.0,Yes,Express,Debit Card,1073
Headphones,Not Applicable,Green,Electronics,Autumn,1.0,20.19,Yes,Express,Debit Card,4157
Shoes,M,Lavender,Footwear,Winter,3.1,99.0,No,Next Day Air,PayPal,3273
Watch,Not Applicable,White,Electronics,Autumn,3.0759493670886076,1436.4,Yes,Express,PayPal,5013
Blouse,XL,Magenta,Clothing,Summer,3.2,71.0,No,Store Pickup,Venmo,3669
Jewelry,Free Size,Green,Accessories,Spring,3.2,56.0,No,Express,Credit Card,3540
Phone,Not Applicable,Black,Electronics,Winter,3.0,752.5371604938272,Yes,Express,Debit Card,4554
Blouse,M,Gold,Clothing,Winter,3.8,85.0,Yes,Standard,Credit Card,1388
Watch,Not Applicable,Blue,Electronics,Autumn,5.0,662.1159090909091,No,Standard,Credit Card,4890
Handbag,Free Size,Gray,Accessories,Winter,4.8,82.0,No,2-Day Shipping,Cash,2927
Scarf,Free Size,Violet,Accessories,Winter,3.4,85.0,No,Store Pickup,Bank Transfer,2116
Sunglasses,Free Size,Purple,Accessories,Summer,4.8,80.0,Yes,Next Day Air,PayPal,1114
Backpack,Free Size,Silver,Accessories,Spring,4.0,86.0,No,Next Day Air,Debit Card,3832
Skirt,L,Red,Clothing,Winter,3.6,27.0,No,Store Pickup,Cash,1746
Sandals,M,Purple,Footwear,Spring,4.8,71.0,No,Next Day Air,PayPal,3569
Sneakers,M,Purple,Footwear,Fall,3.4,82.0,No,Next Day Air,Credit Card,2762
Coat,M,Purple,Outerwear,Summer,4.1,49.0,No,2-Day Shipping,PayPal,2538
Backpack,Free Size,Gray,Accessories,Winter,3.8,54.0,No,Express,Debit Card,3330
Laptop,Not Applicable,Black,Electronics,Autumn,3.1515151515151514,711.4,No,Standard,PayPal,4495
Scarf,Free Size,Turquoise,Accessories,Summer,2.6,58.0,No,Express,PayPal,3793
Socks,S,Red,Clothing,Summer,3.0,70.0,No,Next Day Air,PayPal,3391
Sunglasses,Free Size,Yellow,Accessories,Spring,2.6,86.0,Yes,2-Day Shipping,Cash,676
Backpack,Free Size,Red,Accessories,Spring,4.7,51.0,Yes,Express,Venmo,894
T-shirt,S,Silver,Clothing,Spring,4.2,71.0,No,Free Shipping,Cash,1905
Sandals,M,Gray,Footwear,Fall,4.7,65.0,No,Next Day Air,PayPal,2224
Bag,Free Size,Blue,Accessories,Spring,5.0,737.5294936708862,No,Standard,Debit Card,4335
Headphones,Not Applicable,Black,Electronics,Autumn,3.1139240506329116,825.1690217391305,No,Standard,Cash,4177
Belt,Free Size,Cyan,Accessories,Winter,3.2,24.0,Yes,Next Day Air,Venmo,1589
T-shirt,M,Maroon,Clothing,Spring,4.5,65.0,No,Express,PayPal,3015
Handbag,Free Size,Gold,Accessories,Summer,2.6,63.0,No,Free Shipping,Cash,2306
Skirt,L,Black,Clothing,Spring,4.3,63.0,No,2-Day Shipping,Credit Card,3288
Phone,Not Applicable,Blue,Electronics,Summer,2.9156626506024095,752.5371604938272,No,Express,PayPal,4178
Boots,M,Indigo,Footwear,Summer,3.8,99.0,No,Next Day Air,Venmo,2010
Dress,S,Maroon,Clothing,Winter,3.7,86.0,Yes,2-Day Shipping,Venmo,1508
Backpack,Free Size,Brown,Accessories,Spring,4.8,40.0,Yes,2-Day Shipping,Cash,123
T-shirt,M,Indigo,Clothing,Winter,3.9,28.0,No,Express,Credit Card,2955
Hoodie,S,Beige,Clothing,Summer,3.0,57.0,Yes,Next Day Air,PayPal,1448
Phone,Not Applicable,Black,Electronics,Autumn,2.0,752.5371604938272,No,Express,PayPal,4936
Shorts,M,Teal,Clothing,Spring,2.8,53.0,No,Express,PayPal,1822
T-shirt,M,Yellow,Clothing,Winter,2.7,88.0,No,Standard,Debit Card,2237
Watch,Not Applicable,White,Electronics,Autumn,3.0759493670886076,662.1159090909091,Yes,Express,PayPal,4144
Shirt,M,Gray,Clothing,Fall,3.2,85.0,Yes,Free Shipping,Cash,7
Sneakers,L,Green,Footwear,Winter,3.7,95.0,No,2-Day Shipping,Credit Card,1682
Sandals,L,Magenta,Footwear,Fall,4.0,41.0,Yes,Standard,Cash,1253
Phone,Not Applicable,Red,Electronics,Winter,1.0,752.5371604938272,No,Standard,Cash,4503
Laptop,Not Applicable,Green,Electronics,Winter,4.0,247.51,No,Express,Debit Card,4350
Scarf,Free Size,Yellow,Accessories,Fall,3.2,38.0,Yes,Next Day Air,Bank Transfer,204
Scarf,Free Size,Lavender,Accessories,Winter,4.5,68.0,No,2-Day Shipping,Cash,2976
Scarf,Free Size,Blue,Accessories,Spring,3.4,37.0,Yes,2-Day Shipping,Venmo,288
Sunglasses,Free Size,Lavender,Accessories,Summer,4.9,70.0,No,Free Shipping,Bank Transfer,2741
Shoes,M,White,Footwear,Spring,2.0,90.6,Yes,Express,PayPal,4648
Boots,M,Charcoal,Footwear,Winter,4.1,70.0,No,Next Day Air,PayPal,2781
Watch,Not Applicable,White,Electronics,Winter,4.0,662.1159090909091,No,Standard,PayPal,4731
Shoes,M,Red,Footwear,Summer,3.5454545454545454,277.3683027522936,Yes,Express,Debit Card,4507
Shirt,XL,Teal,Clothing,Spring,4.7,76.0,No,Standard,Cash,1856
Jewelry,Free Size,Orange,Accessories,Summer,2.7,81.0,Yes,Standard,Venmo,464
Watch,Not Applicable,Red,Electronics,Spring,3.0759493670886076,1075.74,No,Express,Cash,4570
Jewelry,Free Size,Olive,Accessories,Winter,2.8,83.0,No,Standard,Credit Card,3386
Watch,Not Applicable,Blue,Electronics,Winter,3.0,662.1159090909091,Yes,Standard,Cash,5019
Phone,Not Applicable,Blue,Electronics,Spring,2.9156626506024095,752.5371604938272,No,Express,Credit Card,4366
Hat,Free Size,White,Accessories,Fall,3.8,92.0,No,Store Pickup,Cash,1794
Phone,Not Applicable,White,Electronics,Spring,2.9156626506024095,752.5371604938272,Yes,Standard,Debit Card,4797
Shoes,M,Black,Footwear,Autumn,5.0,283.65,Yes,Standard,Credit Card,4930
T-shirt,M,Orange,Clothing,Spring,4.0,50.0,No,Free Shipping,Venmo,2931
Skirt,L,Teal,Clothing,Fall,3.9,58.0,No,Express,Credit Card,3366
Shoes,L,Pink,Footwear,Summer,4.6,89.0,No,Store Pickup,Credit Card,2251
Scarf,Free Size,Silver,Accessories,Summer,4.0,56.0,No,Next Day Air,Credit Card,3568
T-shirt,M,Red,Clothing,Fall,4.8,94.0,No,Next Day Air,Credit Card,3283
Backpack,Free Size,Black,Accessories,Spring,3.9,88.0,No,Express,PayPal,2933
Sunglasses,Free Size,Magenta,Accessories,Summer,3.6,67.0,Yes,Free Shipping,PayPal,444
Hat,Free Size,Maroon,Accessories,Winter,2.6,21.0,Yes,Store Pickup,Bank Transfer,1598
Shirt,M,Blue,Clothing,Autumn,2.0,1185.76,No,Express,PayPal,4916
Watch,Not Applicable,Black,Electronics,Summer,3.0,662.1159090909091,No,Standard,PayPal,4904
Skirt,S,Purple,Clothing,Winter,4.1,35.0,No,Next Day Air,Cash,2356
Boots,M,Purple,Footwear,Fall,4.0,77.0,Yes,Express,Bank Transfer,1587
Shirt,M,Black,Clothing,Winter,4.6,74.0,No,Next Day Air,Bank Transfer,2392
Hoodie,L,Pink,Clothing,Winter,3.0,66.0,No,Standard,Cash,3698
Socks,XL,Indigo,Clothing,Fall,2.9,21.0,Yes,2-Day Shipping,PayPal,46
Pants,M,Charcoal,Clothing,Summer,3.1,39.0,Yes,Express,Debit Card,743
Bag,Free Size,Blue,Accessories,Summer,3.159090909090909,1186.54,No,Standard,Debit Card,4613
Watch,Not Applicable,Red,Electronics,Winter,2.0,1365.82,No,Standard,Debit Card,4752
Hoodie,L,Orange,Clothing,Summer,2.9,50.0,No,Express,Debit Card,1718
Phone,Not Applicable,White,Electronics,Summer,3.0,752.5371604938272,No,Standard,PayPal,4657
Sandals,S,Olive,Footwear,Spring,5.0,22.0,No,Store Pickup,Venmo,1903
Gloves,Free Size,Gold,Accessories,Spring,3.9,97.0,No,2-Day Shipping,Credit Card,1986
Headphones,Not Applicable,White,Electronics,Winter,3.1139240506329116,825.1690217391305,Yes,Express,PayPal,4308
Skirt,L,Lavender,Clothing,Fall,4.3,43.0,Yes,2-Day Shipping,PayPal,179
Hat,Free Size,Charcoal,Accessories,Fall,3.3,93.0,No,Standard,Venmo,3608
Jewelry,Free Size,Cyan,Accessories,Winter,3.6,76.0,No,Express,Bank Transfer,3065
Sneakers,XL,Pink,Footwear,Winter,3.9,64.0,No,Express,Bank Transfer,2049
Watch,Not Applicable,Green,Electronics,Summer,3.0759493670886076,238.66,Yes,Standard,PayPal,5000
Jeans,M,Gold,Clothing,Fall,2.9,57.0,Yes,Standard,Debit Card,260
Phone,Not Applicable,Red,Electronics,Autumn,1.0,134.5,Yes,Express,Debit Card,4063
T-shirt,S,White,Clothing,Spring,4.3,21.0,Yes,Standard,PayPal,1607
Hoodie,M,Orange,Clothing,Fall,3.7,25.0,No,Standard,PayPal,2747
Shirt,L,Magenta,Clothing,Fall,3.4,69.0,Yes,Store Pickup,Bank Transfer,1223
Handbag,Free Size,Purple,Accessories,Spring,5.0,53.0,Yes,Next Day Air,PayPal,1665
Coat,S,Peach,Outerwear,Summer,3.0,34.0,Yes,Free Shipping,Bank Transfer,1096
Shirt,M,Orange,Clothing,Spring,3.4,44.0,No,Standard,Credit Card,2944
Shirt,M,Peach,Clothing,Winter,4.9,91.0,Yes,Store Pickup,Debit Card,819
Boots,L,Lavender,Footwear,Spring,4.4,82.0,No,2-Day Shipping,Venmo,3593
Socks,M,Red,Clothing,Spring,4.1,35.0,Yes,Free Shipping,Cash,1514
Shorts,S,Brown,Clothing,Summer,3.6,54.0,Yes,Express,Bank Transfer,887
Sweater,L,Cyan,Clothing,Winter,4.4,43.0,Yes,Express,Credit Card,908
Sandals,L,Lavender,Footwear,Fall,3.2,46.0,No,Next Day Air,Cash,3871
Socks,M,Magenta,Clothing,Summer,2.9,67.0,No,Express,Venmo,3211
Shirt,M,Peach,Clothing,Summer,4.6,22.0,Yes,Standard,Bank Transfer,719
Shoes,M,Green,Footwear,Summer,3.5454545454545454,39.78,No,Standard,PayPal,4465
Skirt,M,Silver,Clothing,Spring,4.5,38.0,No,Next Day Air,Credit Card,2784
Headphones,Not Applicable,White,Electronics,Winter,5.0,1138.62,Yes,Standard,Debit Card,4200
T-shirt,M,Silver,Clothing,Spring,2.9,82.0,No,Standard,Credit Card,3612
Sneakers,XL,Peach,Footwear,Summer,4.1,99.0,No,Store Pickup,Credit Card,2975
Jacket,S,Yellow,Outerwear,Fall,4.8,100.0,No,Store Pickup,PayPal,2072
Shoes,M,Black,Footwear,Spring,3.9,86.0,No,Free Shipping,Debit Card,2743
Laptop,Not Applicable,White,Electronics,Winter,3.0,888.11,No,Standard,Credit Card,4254
Dress,M,Charcoal,Clothing,Summer,3.0,56.0,No,Store Pickup,Venmo,1765
Jewelry,Free Size,Beige,Accessories,Summer,4.4,26.0,Yes,2-Day Shipping,Debit Card,273
Laptop,Not Applicable,Blue,Electronics,Winter,3.1515151515151514,1384.92,Yes,Standard,Debit Card,5018
Socks,M,Lavender,Clothing,Summer,4.0,27.0,Yes,Next Day Air,Bank Transfer,1243
Phone,Not Applicable,Green,Electronics,Winter,5.0,130.8,Yes,Express,Credit Card,4467
Sneakers,L,Olive,Footwear,Spring,4.1,25.0,No,Standard,Credit Card,3777
Gloves,Free Size,Red,Accessories,Summer,4.3,63.0,Yes,Express,Cash,832
Jeans,M,Violet,Clothing,Winter,3.7,55.0,No,Free Shipping,Credit Card,2891
Shoes,M,White,Footwear,Spring,3.5,59.0,Yes,Store Pickup,Bank Transfer,1003
Headphones,Not Applicable,Black,Electronics,Spring,3.1139240506329116,825.1690217391305,No,Express,Debit Card,4675
Phone,Not Applicable,Green,Electronics,Summer,2.0,34.72,Yes,Express,Credit Card,4750
Hat,Free Size,Teal,Accessories,Spring,4.8,97.0,No,Free Shipping,Bank Transfer,2330
Belt,Free Size,Turquoise,Accessories,Winter,4.8,41.0,No,Standard,Bank Transfer,1699
Jacket,S,Silver,Outerwear,Winter,4.4,46.0,Yes,Next Day Air,PayPal,1533
Socks,M,Indigo,Clothing,Spring,3.4,25.0,No,Standard,Venmo,2095
Dress,M,Maroon,Clothing,Spring,4.2,91.0,No,Store Pickup,Debit Card,2094
Pants,M,Silver,Clothing,Summer,2.6,96.0,No,Store Pickup,Debit Card,3741
Belt,Free Size,Turquoise,Accessories,Summer,3.4,60.0,No,Next Day Air,Credit Card,3304
Sandals,L,Pink,Footwear,Spring,4.5,60.0,Yes,Next Day Air,Debit Card,534
Skirt,M,Yellow,Clothing,Spring,3.0,29.0,No,Express,PayPal,2736
Handbag,Free Size,Yellow,Accessories,Fall,3.7,47.0,Yes,2-Day Shipping,Bank Transfer,1037
Boots,L,Gray,Footwear,Summer,4.4,35.0,No,2-Day Shipping,Credit Card,2660
Jewelry,Free Size,Orange,Accessories,Summer,3.8,77.0,Yes,Free Shipping,Credit Card,1325
Phone,Not Applicable,Black,Electronics,Winter,2.9156626506024095,752.5371604938272,No,Standard,PayPal,4446
Pants,L,Beige,Clothing,Winter,3.5,73.0,Yes,Next Day Air,Venmo,1234
Scarf,Free Size,Magenta,Accessories,Spring,3.5,90.0,Yes,Free Shipping,Debit Card,477
Shoes,S,Purple,Footwear,Spring,3.3,94.0,Yes,Store Pickup,Bank Transfer,188
Belt,Free Size,Orange,Accessories,Fall,4.3,85.0,No,Next Day Air,Debit Card,3727
Dress,L,Teal,Clothing,Summer,4.6,63.0,Yes,Express,Cash,471
Blouse,S,Violet,Clothing,Summer,3.1,75.0,No,Free Shipping,Cash,2867
Laptop,Not Applicable,Blue,Electronics,Autumn,5.0,584.16,Yes,Standard,Debit Card,4592
Bag,Free Size,Red,Accessories,Spring,3.159090909090909,398.16,Yes,Standard,Credit Card,4902
Blouse,M,Red,Clothing,Spring,3.677245508982036,28.0,Yes,Store Pickup,Debit Card,51
Laptop,Not Applicable,Red,Electronics,Spring,3.1515151515151514,809.5398611111111,Yes,Express,PayPal,4458
Backpack,Free Size,White,Accessories,Fall,4.9,37.0,Yes,Store Pickup,Venmo,659
Jewelry,Free Size,Magenta,Accessories,Fall,4.5,31.0,No,2-Day Shipping,Credit Card,2932
Headphones,Not Applicable,Red,Electronics,Summer,3.1139240506329116,1238.3,Yes,Express,Credit Card,4848
Bag,Free Size,White,Accessories,Spring,5.0,532.19,Yes,Standard,Debit Card,4786
Handbag,Free Size,Yellow,Accessories,Summer,4.8,39.0,Yes,Express,Debit Card,286
Backpack,Free Size,Cyan,Accessories,Fall,3.2,72.0,No,2-Day Shipping,Venmo,1865
Sandals,XL,Red,Footwear,Winter,4.9,23.0,Yes,Express,PayPal,1254
Jewelry,Free Size,Peach,Accessories,Fall,4.7,47.0,No,2-Day Shipping,Debit Card,2529
Shirt,M,Red,Clothing,Winter,3.4741258741258743,1404.42,No,Standard,Debit Card,4800
Bag,Free Size,Green,Accessories,Spring,3.159090909090909,1380.02,No,Standard,PayPal,4787
Shirt,M,Beige,Clothing,Spring,3.8,77.0,No,Next Day Air,PayPal,2334
Headphones,Not Applicable,Blue,Electronics,Autumn,3.0,1100.8,No,Standard,Cash,4084
Handbag,Free Size,Red,Accessories,Winter,2.7,57.0,No,Next Day Air,PayPal,3281
Jewelry,Free Size,Lavender,Accessories,Winter,3.4,25.0,Yes,Store Pickup,Credit Card,382
Socks,XL,Beige,Clothing,Winter,3.1,78.0,Yes,Standard,Cash,925
Bag,Free Size,Green,Accessories,Spring,3.159090909090909,1472.22,Yes,Express,Debit Card,4226
Blouse,L,Teal,Clothing,Summer,3.0,73.0,No,Store Pickup,Debit Card,2852
Belt,Free Size,Gold,Accessories,Winter,4.4,55.0,No,Standard,Cash,3155
Sweater,M,Brown,Clothing,Spring,2.9,50.0,Yes,2-Day Shipping,Credit Card,764
Shirt,M,Olive,Clothing,Fall,2.5,94.0,Yes,Standard,Credit Card,1069
Coat,S,Olive,Outerwear,Summer,4.5,69.0,No,Free Shipping,Cash,3471
Sweater,M,Beige,Clothing,Winter,4.3,46.0,No,Express,Venmo,2940
Blouse,L,Gray,Clothing,Fall,4.6,95.0,No,Next Day Air,Cash,3139
Sandals,M,Red,Footwear,Summer,2.9,86.0,Yes,Express,Debit Card,852
Scarf,Free Size,Charcoal,Accessories,Winter,2.7,71.0,No,Next Day Air,Debit Card,1909
Gloves,Free Size,Orange,Accessories,Summer,3.2,66.0,No,Free Shipping,Debit Card,3784
Sweater,S,Peach,Clothing,Winter,4.0,64.0,No,Free Shipping,Venmo,2753
Sneakers,S,Yellow,Footwear,Spring,5.0,73.0,Yes,Free Shipping,Venmo,1487
Shorts,L,Turquoise,Clothing,Spring,3.1,52.0,Yes,Free Shipping,Cash,694
Watch,Not Applicable,Blue,Electronics,Winter,3.0759493670886076,944.84,Yes,Standard,Debit Card,4740
Pants,M,Violet,Clothing,Winter,3.1,83.0,No,Standard,Debit Card,2949
Hat,Free Size,Olive,Accessories,Spring,4.7,69.0,Yes,Next Day Air,Debit Card,896
Shirt,S,Beige,Clothing,Fall,3.5,45.0,No,Standard,Bank Transfer,3679
Jeans,M,Brown,Clothing,Fall,3.7,62.0,No,Next Day Air,Cash,2196
Belt,Free Size,Maroon,Accessories,Fall,4.0,31.0,No,Store Pickup,Bank Transfer,3080
Hoodie,L,Turquoise,Clothing,Winter,3.1,26.0,Yes,Free Shipping,Debit Card,667
Shirt,S,Black,Clothing,Spring,3.4741258741258743,797.32,Yes,Standard,PayPal,4210
Handbag,Free Size,Lavender,Accessories,Fall,4.6,46.0,No,Next Day Air,Bank Transfer,3111
Shirt,M,Black,Clothing,Winter,4.0,681.68,Yes,Standard,Debit Card,4461
Skirt,M,Gold,Clothing,Spring,4.1,38.0,Yes,Store Pickup,Credit Card,209
Headphones,Not Applicable,Black,Electronics,Spring,1.0,825.1690217391305,Yes,Standard,Credit Card,4139
Scarf,Free Size,Maroon,Accessories,Summer,4.9,47.0,No,Store Pickup,Debit Card,2200
Blouse,M,Maroon,Clothing,Fall,4.4,82.0,Yes,Next Day Air,Credit Card,190
Headphones,Not Applicable,White,Electronics,Winter,3.1139240506329116,1407.1,No,Express,Cash,4370
Watch,Not Applicable,Red,Electronics,Spring,2.0,662.1159090909091,Yes,Express,PayPal,4569
Pants,M,Charcoal,Clothing,Winter,4.1,62.0,Yes,Store Pickup,Debit Card,22
Scarf,Free Size,Peach,Accessories,Spring,4.6,34.0,No,Express,Cash,3600
Sweater,M,White,Clothing,Fall,4.9,90.0,No,Express,Debit Card,1966
Scarf,Free Size,Violet,Accessories,Spring,4.2,58.0,Yes,Store Pickup,Cash,1091
Watch,Not Applicable,Green,Electronics,Spring,4.0,58.31,No,Standard,Credit Card,4387
Gloves,Free Size,Black,Accessories,Winter,2.5,90.0,No,Express,PayPal,3414
Jacket,M,Blue,Outerwear,Fall,3.7,50.0,No,Free Shipping,Bank Transfer,2839
Sweater,M,Peach,Clothing,Summer,4.0,58.0,Yes,Standard,PayPal,900
Handbag,Free Size,Peach,Accessories,Winter,4.8,87.0,No,Next Day Air,Credit Card,2483
Sweater,XL,Cyan,Clothing,Spring,4.6,95.0,No,Store Pickup,Cash,2454
Laptop,Not Applicable,Green,Electronics,Spring,3.1515151515151514,446.02,Yes,Standard,Debit Card,4540
Shirt,M,White,Clothing,Winter,3.4,71.0,Yes,Store Pickup,Cash,703
Phone,Not Applicable,Black,Electronics,Autumn,1.0,752.5371604938272,Yes,Express,Credit Card,4877
Belt,Free Size,White,Accessories,Summer,3.4,23.0,No,Express,Cash,1988
Jacket,M,Turquoise,Outerwear,Spring,4.2,65.0,No,Express,Bank Transfer,2615
Backpack,Free Size,White,Accessories,Summer,2.7,59.0,Yes,2-Day Shipping,Bank Transfer,1522
Gloves,Free Size,Violet,Accessories,Spring,4.5,58.0,Yes,Express,Cash,75
Jacket,M,Turquoise,Outerwear,Fall,4.4,68.0,No,Store Pickup,Debit Card,3665
Bag,Free Size,Blue,Accessories,Autumn,3.159090909090909,862.98,Yes,Standard,Cash,4301
Socks,M,Yellow,Clothing,Fall,4.9,97.0,No,2-Day Shipping,Credit Card,1683
Sweater,M,Maroon,Clothing,Summer,4.4,21.0,No,2-Day Shipping,Debit Card,2011
Coat,L,Turquoise,Outerwear,Winter,2.9,27.0,No,Next Day Air,PayPal,3043
Hoodie,XL,Maroon,Clothing,Summer,3.0,27.0,No,Store Pickup,Bank Transfer,2282
Bag,Free Size,Red,Accessories,Spring,1.0,737.5294936708862,No,Express,Credit Card,4279
Jacket,M,Pink,Outerwear,Winter,3.6,27.0,No,Free Shipping,PayPal,3311
Sneakers,L,Cyan,Footwear,Spring,3.0,33.0,Yes,Express,Cash,185
Phone,Not Applicable,White,Electronics,Winter,2.9156626506024095,752.5371604938272,Yes,Express,Credit Card,4665
Dress,M,Violet,Clothing,Fall,3.4,31.0,Yes,Standard,Bank Transfer,1246
Watch,Not Applicable,Red,Electronics,Winter,4.0,662.1159090909091,No,Express,PayPal,4285
Shirt,XL,Red,Clothing,Spring,2.9,59.0,Yes,Store Pickup,Credit Card,1602
Shirt,M,Maroon,Clothing,Winter,2.8,86.0,Yes,2-Day Shipping,Credit Card,333
Sandals,M,Turquoise,Footwear,Summer,2.9,82.0,No,Express,Credit Card,3621
Shorts,M,Cyan,Clothing,Fall,2.9,86.0,No,Standard,Cash,2064
Shirt,M,Black,Clothing,Winter,3.4741258741258743,61.43,Yes,Express,Credit Card,4082
Sunglasses,Free Size,Green,Accessories,Spring,4.4,64.0,Yes,Standard,Debit Card,963
Shirt,M,Red,Clothing,Summer,1.0,436.94,No,Standard,Cash,4312
Shoes,M,Turquoise,Footwear,Summer,4.4,41.0,No,Express,Cash,3755
Watch,Not Applicable,White,Electronics,Autumn,3.0759493670886076,662.1159090909091,No,Standard,Debit Card,4773
Watch,Not Applicable,Red,Electronics,Winter,3.0,662.1159090909091,No,Express,Debit Card,4605
Handbag,Free Size,Gray,Accessories,Summer,3.0,61.0,No,Next Day Air,Venmo,3363
Gloves,Free Size,Teal,Accessories,Summer,3.7,91.0,No,Express,PayPal,3248
Gloves,Free Size,Silver,Accessories,Fall,3.9,39.0,Yes,Express,Cash,1469
Socks,L,Purple,Clothing,Spring,3.4,79.0,Yes,Next Day Air,Bank Transfer,109
Jeans,L,Magenta,Clothing,Spring,4.6,73.0,No,Express,Debit Card,3070
Laptop,Not Applicable,Black,Electronics,Autumn,3.1515151515151514,1095.05,Yes,Express,Cash,4861
Coat,S,Purple,Outerwear,Winter,3.9,80.0,No,Express,Bank Transfer,2536
Bag,Free Size,Red,Accessories,Spring,3.159090909090909,517.7,No,Standard,Credit Card,4091
Shorts,S,Yellow,Clothing,Fall,2.7,93.0,Yes,Next Day Air,Credit Card,386
Phone,Not Applicable,Black,Electronics,Winter,2.9156626506024095,752.5371604938272,Yes,Standard,PayPal,4962
Phone,Not Applicable,Blue,Electronics,Autumn,1.0,367.18,Yes,Express,Cash,4745
Shoes,M,Blue,Footwear,Autumn,2.0,277.3683027522936,Yes,Standard,Debit Card,5008
Blouse,M,Peach,Clothing,Fall,4.0,31.0,Yes,Standard,Debit Card,1267
Shirt,M,White,Clothing,Winter,3.4741258741258743,261.1362046204621,Yes,Express,Cash,4202
Handbag,Free Size,Purple,Accessories,Fall,2.7,84.0,Yes,Standard,Credit Card,790
Shirt,M,Gray,Clothing,Spring,3.4,91.0,Yes,Express,Venmo,898
Boots,L,Yellow,Footwear,Spring,3.0,24.0,No,Express,Venmo,3577
Coat,S,Olive,Outerwear,Summer,2.8,28.0,No,Express,Debit Card,1727
Sandals,M,Gray,Footwear,Spring,4.3,83.0,No,Store Pickup,Cash,2472
Phone,Not Applicable,White,Electronics,Spring,5.0,1223.07,Yes,Express,Credit Card,4746
Hat,Free Size,Violet,Accessories,Fall,3.0,25.0,No,Free Shipping,PayPal,2449
Backpack,Free Size,Blue,Accessories,Summer,4.3,93.0,Yes,Next Day Air,Cash,645
Phone,Not Applicable,White,Electronics,Winter,4.0,351.36,No,Standard,Credit Card,4291
Boots,M,Magenta,Footwear,Summer,4.8,48.0,Yes,Next Day Air,Cash,1440
Coat,S,Lavender,Outerwear,Winter,4.9,51.0,Yes,2-Day Shipping,PayPal,1022
Skirt,M,Black,Clothing,Winter,3.1,70.0,No,Express,PayPal,2785
Shoes,M,Orange,Footwear,Spring,4.9,84.0,No,Next Day Air,PayPal,2349
Sandals,M,Charcoal,Footwear,Fall,2.8,63.0,Yes,Store Pickup,Venmo,487
Pants,M,Pink,Clothing,Summer,2.9,29.0,No,Standard,Cash,1928
Jacket,M,Blue,Outerwear,Winter,3.3,45.0,Yes,Express,PayPal,904
Shirt,S,Blue,Clothing,Autumn,5.0,720.16,Yes,Standard,Cash,5031
Sunglasses,Free Size,Lavender,Accessories,Spring,4.5,77.0,Yes,Store Pickup,Credit Card,1118
Gloves,Free Size,Green,Accessories,Winter,3.8585185185185185,64.0,Yes,Express,Bank Transfer,1221
Gloves,Free Size,Gray,Accessories,Summer,3.7,88.0,Yes,Standard,PayPal,366
Shirt,S,Cyan,Clothing,Winter,4.3,54.0,No,2-Day Shipping,Cash,1767
Sunglasses,Free Size,Maroon,Accessories,Summer,3.1,71.0,No,Standard,Bank Transfer,3598
Gloves,Free Size,Indigo,Accessories,Spring,4.3,45.0,No,Next Day Air,Debit Card,2250
Backpack,Free Size,Red,Accessories,Spring,2.6,95.0,Yes,Express,Venmo,769
Shirt,M,Yellow,Clothing,Winter,4.6,32.0,No,Next Day Air,PayPal,3378
Sweater,XL,White,Clothing,Spring,2.6,41.0,No,Next Day Air,Debit Card,2765
Jewelry,Free Size,Red,Accessories,Fall,4.0,79.0,Yes,Next Day Air,Venmo,626
Watch,Not Applicable,White,Electronics,Winter,4.0,1085.96,No,Express,Debit Card,4596
Phone,Not Applicable,Black,Electronics,Winter,4.0,216.55,Yes,Express,Debit Card,4046
Sandals,M,Brown,Footwear,Fall,4.9,29.0,No,Express,PayPal,3885
Watch,Not Applicable,Green,Electronics,Spring,4.0,1016.09,No,Express,PayPal,4184
