item_purchased,size,color,category,season,review_rating,purchase_amount,discount_applied,shipping_type,payment_method,customer_id,age,gender,subscription_status,previous_purchases,frequency_of_purchases,location
Sandals,M,Brown,Footwear,Fall,4.9,29.0,No,Express,PayPal,3885,47.0,Female,No,3.0,Weekly,Maryland
Watch,Not Applicable,Green,Electronics,Spring,4.0,1016.09,No,Express,PayPal,4184,55.0,Male,No,0.0,Weekly,New York
Socks,L,Violet,Clothing,Winter,4.8,67.0,Yes,Next Day Air,Credit Card,103,51.0,Male,Yes,35.0,Quarterly,Oklahoma
Sweater,S,Red,Clothing,Spring,3.0,88.0,No,Store Pickup,Debit Card,3078,60.0,Female,No,33.0,Bi-Weekly,Illinois
Sandals,XL,Purple,Footwear,Fall,4.8,90.0,No,Express,Venmo,3607,41.0,Female,No,41.0,Annually,Minnesota
Scarf,Free Size,Violet,Accessories,Summer,3.6,82.0,No,2-Day Shipping,Venmo,3795,44.0,Female,No,27.0,Weekly,South Dakota
Sweater,S,Cyan,Clothing,Fall,4.9,50.0,No,Store Pickup,PayPal,2352,38.0,Male,No,25.0,Bi-Weekly,New Hampshire
Shoes,L,Pink,Footwear,Spring,3.3,92.0,No,Free Shipping,PayPal,3733,36.0,Female,No,28.0,Annually,Indiana
Hoodie,M,Brown,Clothing,Fall,4.3,59.0,Yes,2-Day Shipping,Cash,636,27.0,Male,Yes,28.0,Quarterly,South Carolina
Pants,S,Orange,Clothing,Summer,3.3,72.0,No,2-Day Shipping,Venmo,3435,31.0,Female,No,6.0,Fortnightly,Ohio
Scarf,Free Size,Gold,Accessories,Summer,2.9,68.0,No,Standard,PayPal,3316,48.0,Female,No,4.0,Every 3 Months,Kentucky
T-shirt,M,White,Clothing,Spring,4.0,34.0,No,Next Day Air,Bank Transfer,3233,45.0,Female,No,19.0,Monthly,Massachusetts
Blouse,L,Peach,Clothing,Spring,3.0,34.0,No,2-Day Shipping,Debit Card,1790,52.0,Male,No,43.0,Quarterly,Arizona
Shirt,S,Red,Clothing,Winter,3.4741258741258743,261.1362046204621,No,Standard,Debit Card,4539,23.0,Other,Yes,46.0,Monthly,Los Angeles
Shoes,XL,Purple,Footwear,Fall,3.7,84.0,No,2-Day Shipping,Venmo,2029,29.0,Male,No,10.0,Bi-Weekly,Ohio
Shirt,L,Gold,Clothing,Summer,3.5,46.0,No,Standard,Venmo,1808,34.0,Male,No,37.0,Fortnightly,Vermont
Bag,Free Size,Black,Accessories,Spring,3.159090909090909,737.5294936708862,No,Express,Credit Card,4386,39.0,Other,No,21.0,Quarterly,Phoenix
Hat,Free Size,Orange,Accessories,Fall,4.4,81.0,Yes,Express,PayPal,337,36.0,Male,Yes,16.0,Annually,Rhode Island
Pants,XL,Pink,Clothing,Fall,3.4,87.0,Yes,Express,PayPal,625,55.0,Male,Yes,21.0,Annually,South Carolina
Hoodie,S,Turquoise,Clothing,Winter,4.0,99.0,No,Next Day Air,PayPal,3372,49.0,Female,No,28.0,Annually,Colorado
Scarf,Free Size,Violet,Accessories,Summer,4.7,68.0,Yes,2-Day Shipping,Cash,902,60.0,Male,Yes,34.0,Monthly,Missouri
Scarf,Free Size,White,Accessories,Fall,3.2,41.0,Yes,Store Pickup,Bank Transfer,327,62.0,Male,Yes,48.0,Weekly,New Jersey
Scarf,Free Size,Orange,Accessories,Spring,2.8,64.0,Yes,2-Day Shipping,PayPal,216,62.0,Male,Yes,24.0,Bi-Weekly,New Jersey
Pants,L,Cyan,Clothing,Fall,3.6,28.0,No,Free Shipping,Debit Card,3744,62.0,Female,No,36.0,Quarterly,Idaho
Laptop,Not Applicable,Blue,Electronics,Autumn,3.1515151515151514,809.5398611111111,No,Standard,PayPal,4610,44.0,Female,Yes,0.0,Quarterly,Chicago
Scarf,Free Size,Pink,Accessories,Spring,4.6,23.0,No,Next Day Air,PayPal,2030,25.0,Male,No,40.0,Quarterly,Montana
Sunglasses,Free Size,Brown,Accessories,Winter,3.9,43.0,No,Store Pickup,Credit Card,3064,26.0,Female,No,24.0,Fortnightly,Connecticut
Shirt,L,Black,Clothing,Spring,3.0,78.0,No,Next Day Air,Credit Card,2597,63.0,Male,No,35.0,Monthly,Louisiana
Sunglasses,Free Size,Lavender,Accessories,Summer,3.3,38.0,No,Standard,Debit Card,2369,29.0,Male,No,6.0,Every 3 Months,New Jersey
Sweater,S,Charcoal,Clothing,Winter,3.4,56.0,No,2-Day Shipping,Credit Card,1913,29.0,Male,No,5.0,Bi-Weekly,Colorado
Sunglasses,Free Size,Charcoal,Accessories,Spring,4.4,41.0,No,Express,Credit Card,3171,65.0,Female,No,10.0,Fortnightly,Rhode Island
Jewelry,Free Size,Indigo,Accessories,Winter,3.3,30.0,No,2-Day Shipping,PayPal,3209,61.0,Female,No,42.0,Weekly,Indiana
Coat,M,Beige,Outerwear,Spring,4.1,100.0,Yes,Free Shipping,PayPal,43,20.0,Male,Yes,15.0,Annually,Tennessee
Skirt,XL,Gray,Clothing,Winter,4.7,59.0,Yes,2-Day Shipping,Credit Card,52,59.0,Male,Yes,7.0,Quarterly,Vermont
Sandals,S,Black,Footwear,Summer,3.2,58.0,No,Store Pickup,PayPal,2635,26.0,Male,No,20.0,Every 3 Months,North Carolina
Coat,S,Gray,Outerwear,Winter,4.2,74.0,No,Next Day Air,Bank Transfer,3267,49.0,Female,No,33.0,Weekly,Alabama
Pants,S,Cyan,Clothing,Summer,4.6,51.0,No,Express,Debit Card,1965,40.0,Male,No,50.0,Monthly,West Virginia
Hat,Free Size,Olive,Accessories,Spring,3.1,73.0,Yes,2-Day Shipping,PayPal,1275,54.0,Male,No,37.0,Quarterly,Missouri
Jeans,M,Teal,Clothing,Winter,3.1,62.0,No,Free Shipping,Credit Card,2748,18.0,Female,No,21.0,Every 3 Months,West Virginia
Jacket,L,Charcoal,Outerwear,Summer,4.6,79.0,Yes,Standard,Debit Card,710,49.0,Male,Yes,23.0,Monthly,Massachusetts
Hoodie,M,Silver,Clothing,Winter,4.2,40.0,No,Free Shipping,Debit Card,2577,20.0,Male,No,19.0,Quarterly,New Hampshire
Shirt,S,Blue,Clothing,Autumn,4.0,1115.05,No,Express,Credit Card,4430,52.0,Female,No,35.0,Monthly,Los Angeles
Jewelry,Free Size,Indigo,Accessories,Spring,3.1,36.0,Yes,Standard,Credit Card,1120,34.0,Male,No,36.0,Weekly,Louisiana
Backpack,Free Size,Olive,Accessories,Summer,3.1,56.0,No,Express,PayPal,1920,34.0,Male,No,20.0,Bi-Weekly,Virginia
Skirt,M,Teal,Clothing,Summer,3.0,94.0,Yes,2-Day Shipping,Cash,283,21.0,Male,Yes,9.0,Monthly,Minnesota
Laptop,Not Applicable,Green,Electronics,Autumn,4.0,809.5398611111111,Yes,Standard,Debit Card,4262,23.0,Male,Yes,29.0,Monthly,New York
Sneakers,S,Silver,Footwear,Winter,4.6,39.0,Yes,Free Shipping,Cash,498,43.0,Male,Yes,31.0,Weekly,Oklahoma
Sandals,L,Purple,Footwear,Fall,3.4,51.0,Yes,Next Day Air,Cash,532,50.0,Male,Yes,42.0,Weekly,Vermont
Blouse,M,Gray,Clothing,Spring,3.677245508982036,86.0,Yes,Express,Credit Card,1152,41.0,Male,No,24.0,Weekly,Ohio
Hoodie,S,Cyan,Clothing,Winter,4.3,68.0,Yes,Store Pickup,Bank Transfer,1360,27.0,Male,No,26.0,Fortnightly,North Carolina
T-shirt,S,Red,Clothing,Fall,2.6,53.0,Yes,Express,PayPal,1156,67.0,Male,No,47.0,Quarterly,Tennessee
Shirt,M,Red,Clothing,Autumn,3.4741258741258743,261.1362046204621,No,Express,Debit Card,4946,66.0,Other,Yes,4.0,Weekly,Chicago
Pants,M,Maroon,Clothing,Fall,2.6,36.0,No,Express,Venmo,2329,45.0,Male,No,29.0,Bi-Weekly,North Dakota
Gloves,Free Size,Beige,Accessories,Summer,2.7,86.0,Yes,2-Day Shipping,Debit Card,1662,64.0,Male,No,21.0,Quarterly,Iowa
Jewelry,Free Size,Teal,Accessories,Summer,4.4,37.0,No,Next Day Air,Venmo,2248,34.0,Male,No,18.0,Annually,Florida
Jacket,M,Blue,Outerwear,Fall,3.7,89.0,No,Store Pickup,Credit Card,2812,69.0,Female,No,19.0,Quarterly,Ohio
Gloves,Free Size,Violet,Accessories,Winter,3.9,72.0,Yes,Store Pickup,Cash,1466,46.0,Male,No,42.0,Bi-Weekly,Nebraska
Backpack,Free Size,Black,Accessories,Fall,3.7,89.0,Yes,2-Day Shipping,Venmo,621,33.0,Male,Yes,10.0,Every 3 Months,Rhode Island
Scarf,Free Size,Pink,Accessories,Summer,3.9,77.0,Yes,2-Day Shipping,PayPal,1644,38.0,Male,No,6.0,Monthly,Ohio
Shirt,S,Cyan,Clothing,Summer,4.4,85.0,No,Standard,Cash,1823,66.0,Male,No,4.0,Annually,Connecticut
Pants,M,Violet,Clothing,Spring,2.6,66.0,Yes,Store Pickup,PayPal,1149,34.0,Male,No,10.0,Fortnightly,Florida
Sandals,M,Purple,Footwear,Fall,4.6,90.0,Yes,Next Day Air,Credit Card,579,69.0,Male,Yes,22.0,Fortnightly,Maine
Backpack,Free Size,Gold,Accessories,Summer,3.5,73.0,Yes,Express,Cash,1326,28.0,Male,No,1.0,Monthly,Oregon
Belt,Free Size,Charcoal,Accessories,Winter,2.6,50.0,No,Free Shipping,Cash,1733,45.0,Male,No,36.0,Every 3 Months,Rhode Island
Belt,Free Size,Purple,Accessories,Summer,5.0,75.0,Yes,Free Shipping,Credit Card,112,26.0,Male,Yes,9.0,Annually,Massachusetts
Socks,M,Maroon,Clothing,Fall,4.7,58.0,No,Next Day Air,Debit Card,3734,25.0,Female,No,6.0,Every 3 Months,Illinois
Bag,Free Size,Blue,Accessories,Autumn,3.159090909090909,142.24,Yes,Standard,Debit Card,5059,62.0,Other,Yes,28.0,Quarterly,Phoenix
Shoes,XL,Green,Footwear,Autumn,3.5454545454545454,277.3683027522936,No,Standard,Credit Card,4701,55.0,Male,Yes,45.0,Monthly,Houston
Sneakers,S,Peach,Footwear,Fall,3.6,60.0,No,Standard,Debit Card,1862,29.0,Male,No,19.0,Monthly,South Dakota
Sweater,M,Teal,Clothing,Fall,2.8,42.0,No,Next Day Air,Venmo,2139,67.0,Male,No,36.0,Quarterly,Mississippi
Boots,M,Brown,Footwear,Fall,3.2,29.0,Yes,Free Shipping,Venmo,593,60.0,Male,Yes,42.0,Every 3 Months,North Dakota
Headphones,Not Applicable,Red,Electronics,Autumn,3.0,825.1690217391305,Yes,Express,Cash,4529,69.0,Female,Yes,0.0,Quarterly,New York
Backpack,Free Size,Blue,Accessories,Fall,3.4,99.0,No,Free Shipping,Debit Card,1810,58.0,Male,No,6.0,Fortnightly,Alaska
Sunglasses,Free Size,Gray,Accessories,Spring,3.7,51.0,No,Store Pickup,Venmo,3792,40.0,Female,No,1.0,Weekly,Texas
Shirt,L,Purple,Clothing,Winter,4.1,67.0,No,Express,Bank Transfer,2453,68.0,Male,No,45.0,Every 3 Months,New York
Pants,S,Red,Clothing,Summer,3.7,86.0,No,Store Pickup,Venmo,2104,30.0,Male,No,21.0,Weekly,Indiana
Jeans,L,Brown,Clothing,Fall,4.7,33.0,No,Standard,Venmo,1930,59.0,Male,No,46.0,Quarterly,Hawaii
Socks,M,Lavender,Clothing,Summer,3.7,26.0,No,Next Day Air,Credit Card,2415,26.0,Male,No,14.0,Bi-Weekly,Virginia
Shirt,XL,Pink,Clothing,Winter,2.8,91.0,Yes,2-Day Shipping,Bank Transfer,1138,46.0,Male,No,16.0,Every 3 Months,New Mexico
Hat,Free Size,Beige,Accessories,Fall,3.1,28.0,Yes,Express,Bank Transfer,1105,35.0,Male,No,8.0,Quarterly,Delaware
Scarf,Free Size,Orange,Accessories,Summer,3.3,35.0,No,Free Shipping,Cash,3864,40.0,Female,No,28.0,Fortnightly,New Hampshire
Scarf,Free Size,Yellow,Accessories,Winter,3.2,35.0,No,Next Day Air,Credit Card,2193,41.0,Male,No,9.0,Monthly,Virginia
Shoes,XL,Olive,Footwear,Spring,4.5,38.0,No,Store Pickup,Bank Transfer,3053,48.0,Female,No,7.0,Fortnightly,Maine
Skirt,M,Maroon,Clothing,Winter,4.5,40.0,No,Store Pickup,Bank Transfer,1850,30.0,Male,No,35.0,Monthly,New Mexico
Jacket,M,Red,Outerwear,Winter,3.8,73.0,No,Store Pickup,Cash,2797,55.0,Female,No,21.0,Annually,Oklahoma
Coat,M,Violet,Outerwear,Spring,3.3,24.0,Yes,Free Shipping,PayPal,756,66.0,Male,Yes,22.0,Weekly,Florida
Sandals,M,Yellow,Footwear,Fall,5.0,92.0,No,Standard,PayPal,2470,68.0,Male,No,27.0,Annually,Maryland
Hat,Free Size,Magenta,Accessories,Fall,4.1,56.0,Yes,Next Day Air,Credit Card,1477,39.0,Male,No,18.0,Monthly,Wyoming
Bag,Free Size,Red,Accessories,Autumn,3.0,615.29,No,Express,Debit Card,4874,43.0,Female,Yes,0.0,Quarterly,New York
Watch,Not Applicable,White,Electronics,Winter,3.0,987.8,No,Express,Credit Card,4556,20.0,Male,Yes,12.0,Weekly,Phoenix
Sunglasses,Free Size,Lavender,Accessories,Winter,2.7,79.0,Yes,2-Day Shipping,Credit Card,64,33.0,Male,Yes,43.0,Weekly,Arizona
Watch,Not Applicable,Black,Electronics,Autumn,3.0759493670886076,662.1159090909091,No,Express,PayPal,4038,45.0,Female,No,14.0,Monthly,Chicago
Jeans,M,Magenta,Clothing,Fall,2.7,28.0,No,Standard,Cash,1811,41.0,Male,No,16.0,Bi-Weekly,Maryland
Shoes,S,Peach,Footwear,Winter,2.6,27.0,No,Store Pickup,Debit Card,2495,42.0,Male,No,26.0,Annually,Oklahoma
Headphones,Not Applicable,Green,Electronics,Summer,5.0,1293.17,No,Express,Cash,4948,26.0,Female,Yes,0.0,Quarterly,Los Angeles
Scarf,Free Size,Olive,Accessories,Fall,2.6,53.0,No,Store Pickup,Venmo,2333,36.0,Male,No,10.0,Monthly,South Carolina
Sneakers,L,Black,Footwear,Winter,2.9,32.0,No,Express,Credit Card,1926,59.0,Male,No,44.0,Fortnightly,Utah
Scarf,Free Size,Lavender,Accessories,Fall,4.9,83.0,Yes,Store Pickup,Debit Card,811,52.0,Male,Yes,32.0,Bi-Weekly,South Dakota
Backpack,Free Size,Black,Accessories,Winter,4.5,91.0,Yes,Store Pickup,Credit Card,428,58.0,Male,Yes,6.0,Quarterly,Illinois
Sneakers,M,Lavender,Footwear,Summer,3.9,20.0,No,Store Pickup,Cash,1705,56.0,Male,No,19.0,Every 3 Months,Idaho
Coat,M,Violet,Outerwear,Spring,3.1,87.0,No,Store Pickup,Bank Transfer,2390,25.0,Male,No,17.0,Every 3 Months,Kansas
T-shirt,M,Violet,Clothing,Winter,3.3,44.0,No,Free Shipping,Bank Transfer,2804,46.0,Female,No,31.0,Monthly,Idaho
Phone,Not Applicable,Green,Electronics,Autumn,4.0,124.45,Yes,Standard,Cash,4609,29.0,Other,No,44.0,Weekly,Los Angeles
Coat,S,Peach,Outerwear,Winter,2.7,59.0,No,Next Day Air,PayPal,3465,36.0,Female,No,12.0,Annually,Utah
Phone,Not Applicable,White,Electronics,Summer,2.9156626506024095,752.5371604938272,Yes,Express,Cash,5047,67.0,Other,No,0.0,Monthly,New York
Bag,Free Size,Blue,Accessories,Winter,3.0,737.5294936708862,Yes,Express,Cash,4030,41.0,Male,Yes,34.0,Quarterly,Phoenix
Belt,Free Size,Charcoal,Accessories,Winter,4.1,93.0,Yes,Standard,PayPal,1289,66.0,Male,No,34.0,Bi-Weekly,South Dakota
Shirt,S,Black,Clothing,Autumn,3.0,800.37,No,Standard,Debit Card,4524,20.0,Male,No,0.0,Weekly,Phoenix
Blouse,S,Lavender,Clothing,Summer,2.8,34.0,No,Next Day Air,Cash,3296,70.0,Female,No,15.0,Weekly,West Virginia
Bag,Free Size,Blue,Accessories,Winter,3.159090909090909,1318.84,No,Standard,PayPal,4855,60.0,Male,Yes,0.0,Weekly,Phoenix
Shoes,L,Black,Footwear,Winter,3.5454545454545454,537.53,Yes,Standard,Cash,4667,53.0,Female,No,0.0,Monthly,Los Angeles
Dress,S,Lavender,Clothing,Winter,3.7,48.0,Yes,Store Pickup,Venmo,1167,48.0,Male,No,22.0,Fortnightly,Connecticut
Gloves,Free Size,Blue,Accessories,Summer,4.2,23.0,Yes,Free Shipping,Venmo,1479,28.0,Male,No,13.0,Bi-Weekly,Washington
Scarf,Free Size,Blue,Accessories,Summer,4.4,45.0,No,Standard,PayPal,2966,48.0,Female,No,25.0,Fortnightly,Delaware
Scarf,Free Size,Purple,Accessories,Winter,3.2,75.0,Yes,Next Day Air,Venmo,1563,37.0,Male,No,23.0,Bi-Weekly,Alabama
Handbag,Free Size,Blue,Accessories,Winter,2.7,65.0,No,2-Day Shipping,Venmo,3675,35.0,Female,No,41.0,Fortnightly,Washington
Shirt,M,Green,Clothing,Summer,5.0,261.1362046204621,No,Standard,PayPal,4483,57.0,Other,Yes,0.0,Weekly,Phoenix
Belt,Free Size,Silver,Accessories,Winter,3.0,93.0,Yes,2-Day Shipping,Debit Card,1654,31.0,Male,No,29.0,Bi-Weekly,Colorado
Sweater,M,Silver,Clothing,Spring,3.0,79.0,No,Store Pickup,Debit Card,2851,57.0,Female,No,36.0,Annually,Nebraska
Backpack,Free Size,White,Accessories,Spring,3.4,95.0,No,2-Day Shipping,PayPal,1991,32.0,Male,No,15.0,Annually,Connecticut
Shoes,M,Gold,Footwear,Summer,3.6,59.0,Yes,2-Day Shipping,Bank Transfer,1534,50.0,Male,No,16.0,Quarterly,New Hampshire
Pants,M,Teal,Clothing,Winter,4.1,83.0,Yes,Next Day Air,Cash,1354,39.0,Male,No,4.0,Every 3 Months,Oregon
Boots,M,Brown,Footwear,Fall,2.6,75.0,Yes,Next Day Air,Debit Card,1063,59.0,Male,No,21.0,Every 3 Months,Ohio
Sneakers,M,Beige,Footwear,Fall,4.6,96.0,Yes,Standard,Bank Transfer,1385,46.0,Male,No,8.0,Weekly,Alaska
Jacket,M,Purple,Outerwear,Summer,3.5,77.0,No,Free Shipping,Bank Transfer,2242,18.0,Male,No,3.0,Bi-Weekly,Maryland
Belt,Free Size,Gray,Accessories,Spring,4.8,97.0,Yes,Express,Cash,945,54.0,Male,Yes,39.0,Bi-Weekly,Indiana
Watch,Not Applicable,Blue,Electronics,Autumn,1.0,662.1159090909091,Yes,Standard,PayPal,4873,32.0,Other,Yes,0.0,Monthly,New York
Hat,Free Size,Red,Accessories,Winter,4.3,36.0,Yes,Next Day Air,Debit Card,1148,59.0,Male,No,17.0,Annually,Tennessee
Shirt,M,White,Clothing,Winter,3.4741258741258743,666.88,No,Standard,PayPal,4474,28.0,Male,No,10.0,Monthly,Los Angeles
Jewelry,Free Size,Red,Accessories,Fall,4.4,20.0,No,Express,PayPal,2046,31.0,Male,No,26.0,Quarterly,Georgia
Pants,S,Red,Clothing,Winter,4.9,52.0,Yes,Standard,Cash,527,51.0,Male,Yes,19.0,Monthly,New Jersey
Sandals,M,Gold,Footwear,Fall,2.9,51.0,No,Standard,Venmo,1897,57.0,Male,No,19.0,Monthly,Nevada
Sweater,L,Maroon,Clothing,Spring,3.7,85.0,Yes,Standard,Venmo,336,20.0,Male,Yes,44.0,Every 3 Months,Oregon
Hoodie,M,Orange,Clothing,Fall,3.3,86.0,No,Standard,Debit Card,3605,63.0,Female,No,17.0,Annually,Louisiana
Sunglasses,Free Size,Indigo,Accessories,Winter,2.7,42.0,Yes,Store Pickup,Credit Card,296,53.0,Male,Yes,24.0,Quarterly,West Virginia
Hat,Free Size,Magenta,Accessories,Fall,4.6,31.0,No,Free Shipping,Cash,3286,58.0,Female,No,11.0,Weekly,Hawaii
Belt,Free Size,Lavender,Accessories,Fall,3.8,74.0,No,Express,Debit Card,3234,45.0,Female,No,11.0,Bi-Weekly,Indiana
Handbag,Free Size,Pink,Accessories,Spring,4.8,31.0,Yes,2-Day Shipping,Cash,10,57.0,Male,Yes,4.0,Quarterly,Missouri
Sandals,S,Silver,Footwear,Spring,4.6,28.0,Yes,Next Day Air,PayPal,230,70.0,Male,Yes,27.0,Every 3 Months,Ohio
Socks,L,Orange,Clothing,Winter,4.2,75.0,No,Store Pickup,Debit Card,2733,21.0,Female,No,27.0,Every 3 Months,Delaware
Shirt,XL,Lavender,Clothing,Fall,3.6,49.0,Yes,Free Shipping,Venmo,1379,37.0,Male,No,24.0,Weekly,Kentucky
Shorts,L,Cyan,Clothing,Winter,3.1,33.0,No,2-Day Shipping,Credit Card,2405,28.0,Male,No,23.0,Bi-Weekly,West Virginia
Pants,S,Turquoise,Clothing,Summer,5.0,56.0,No,2-Day Shipping,Debit Card,3105,43.0,Female,No,41.0,Fortnightly,Georgia
Shirt,S,Blue,Clothing,Spring,4.2,70.0,No,Standard,Credit Card,1969,67.0,Male,No,25.0,Weekly,Minnesota
Laptop,Not Applicable,Red,Electronics,Spring,4.0,809.5398611111111,Yes,Standard,PayPal,4054,63.0,Female,Yes,0.0,Monthly,Phoenix
Dress,S,Lavender,Clothing,Summer,3.5,43.0,No,Next Day Air,Venmo,2476,69.0,Male,No,36.0,Monthly,California
Laptop,Not Applicable,Blue,Electronics,Summer,3.0,809.5398611111111,Yes,Express,Debit Card,4146,33.0,Male,No,32.0,Quarterly,Houston
Sunglasses,Free Size,Turquoise,Accessories,Fall,4.5,47.0,Yes,Next Day Air,Venmo,152,28.0,Male,Yes,3.0,Annually,North Dakota
Socks,XL,Green,Clothing,Spring,3.2,22.0,Yes,Free Shipping,Cash,539,27.0,Male,Yes,43.0,Weekly,Virginia
Gloves,Free Size,Beige,Accessories,Winter,3.4,94.0,No,Free Shipping,Credit Card,3128,55.0,Female,No,43.0,Every 3 Months,Louisiana
Blouse,L,Peach,Clothing,Spring,2.9,39.0,No,Next Day Air,PayPal,3808,38.0,Female,No,36.0,Annually,Michigan
Belt,Free Size,Green,Accessories,Summer,4.2,49.0,No,Express,Venmo,3432,46.0,Female,No,20.0,Annually,New Mexico
Shoes,M,White,Footwear,Summer,3.5454545454545454,60.79,No,Standard,Cash,4242,61.0,Female,Yes,0.0,Monthly,Phoenix
Sneakers,M,Maroon,Footwear,Summer,3.2,80.0,Yes,Next Day Air,PayPal,300,25.0,Male,Yes,28.0,Fortnightly,Pennsylvania
Blouse,L,Green,Clothing,Spring,5.0,97.0,Yes,Express,Venmo,1278,19.0,Male,No,5.0,Quarterly,Rhode Island
Coat,M,Gold,Outerwear,Winter,3.7,20.0,No,Standard,Venmo,3252,25.0,Female,No,39.0,Quarterly,Nevada
Jewelry,Free Size,Maroon,Accessories,Summer,4.5,25.0,No,Store Pickup,Venmo,2554,69.0,Male,No,28.0,Every 3 Months,Vermont
Belt,Free Size,Indigo,Accessories,Winter,4.6,31.0,Yes,2-Day Shipping,Cash,1526,29.0,Male,No,22.0,Fortnightly,Oregon
Jewelry,Free Size,Red,Accessories,Winter,2.7,36.0,Yes,Next Day Air,Venmo,1151,29.0,Male,No,50.0,Bi-Weekly,Kentucky
Pants,M,Gray,Clothing,Fall,4.7,54.0,No,Standard,Bank Transfer,3509,52.0,Female,No,49.0,Weekly,Pennsylvania
Sunglasses,Free Size,Teal,Accessories,Winter,3.0,63.0,No,Standard,PayPal,1745,57.0,Male,No,23.0,Weekly,Michigan
Shoes,L,White,Footwear,Winter,5.0,277.3683027522936,No,Express,Debit Card,4511,44.0,Female,Yes,6.0,Weekly,Houston
Hoodie,M,Cyan,Clothing,Spring,2.8,76.0,No,Standard,Bank Transfer,2805,65.0,Female,No,48.0,Every 3 Months,South Carolina
Shoes,M,Red,Footwear,Spring,4.0,52.0,No,2-Day Shipping,Venmo,2043,19.0,Male,No,35.0,Monthly,Alabama
Jeans,L,Silver,Clothing,Summer,3.3,35.0,No,Next Day Air,Debit Card,1678,65.0,Male,No,41.0,Weekly,Oregon
Shirt,S,Silver,Clothing,Fall,4.2,22.0,No,Free Shipping,Credit Card,1731,23.0,Male,No,26.0,Weekly,Alabama
Sandals,M,Blue,Footwear,Fall,4.3,58.0,No,Express,Bank Transfer,3448,62.0,Female,No,3.0,Bi-Weekly,Arkansas
Belt,Free Size,Olive,Accessories,Spring,4.8,64.0,No,Free Shipping,Credit Card,2226,38.0,Male,No,18.0,Annually,Washington
Gloves,Free Size,Pink,Accessories,Fall,3.6,62.0,No,Express,Credit Card,1878,69.0,Male,No,3.0,Annually,Pennsylvania
Jewelry,Free Size,Orange,Accessories,Fall,3.4,62.0,Yes,Free Shipping,Debit Card,721,33.0,Male,Yes,19.0,Weekly,New Mexico
Watch,Not Applicable,Green,Electronics,Winter,3.0759493670886076,662.1159090909091,Yes,Standard,Debit Card,4713,23.0,Male,No,24.0,Weekly,Los Angeles
Shoes,S,Black,Footwear,Winter,4.0,757.7,No,Standard,Cash,4691,69.0,Female,No,35.0,Quarterly,Phoenix
Shirt,S,Black,Clothing,Autumn,3.4741258741258743,1268.73,Yes,Standard,PayPal,4232,57.0,Female,No,33.0,Monthly,New York
Coat,M,Violet,Outerwear,Fall,3.7,95.0,No,Express,Venmo,3576,61.0,Female,No,49.0,Bi-Weekly,Kentucky
Shorts,M,Maroon,Clothing,Fall,4.3,65.0,No,Express,Cash,3778,43.0,Female,No,9.0,Weekly,Utah
Coat,M,Blue,Outerwear,Winter,3.9,80.0,Yes,Standard,Debit Card,1652,59.0,Male,No,42.0,Monthly,Texas
Shirt,M,Black,Clothing,Spring,3.0,1419.5,Yes,Express,Credit Card,4859,28.0,Other,No,0.0,Quarterly,Houston
T-shirt,M,Green,Clothing,Summer,2.6,20.0,Yes,Free Shipping,Credit Card,53,42.0,Male,Yes,26.0,Weekly,Alaska
Socks,M,Silver,Clothing,Summer,3.6,46.0,No,Standard,Venmo,2878,32.0,Female,No,34.0,Monthly,New Jersey
Shirt,M,Blue,Clothing,Spring,3.4741258741258743,261.1362046204621,Yes,Express,Cash,4075,63.0,Male,No,30.0,Quarterly,Houston
Shirt,M,Brown,Clothing,Fall,3.3,98.0,No,Express,Venmo,3258,44.0,Female,No,39.0,Every 3 Months,Minnesota
Watch,Not Applicable,Blue,Electronics,Winter,3.0759493670886076,662.1159090909091,Yes,Express,Debit Card,4005,39.0,Other,No,37.0,Weekly,Phoenix
Headphones,Not Applicable,Black,Electronics,Autumn,5.0,267.25,No,Standard,Credit Card,4647,60.0,Male,Yes,0.0,Monthly,Chicago
Scarf,Free Size,Black,Accessories,Winter,4.7,33.0,Yes,Store Pickup,Cash,612,43.0,Male,Yes,19.0,Monthly,California
Shorts,S,Black,Clothing,Summer,2.7,48.0,No,Free Shipping,PayPal,2163,60.0,Male,No,32.0,Weekly,Oregon
Headphones,Not Applicable,Black,Electronics,Autumn,3.1139240506329116,549.5,Yes,Express,PayPal,4382,34.0,Female,Yes,0.0,Quarterly,Phoenix
Skirt,L,Teal,Clothing,Summer,4.3,48.0,No,Free Shipping,Venmo,3067,58.0,Female,No,13.0,Every 3 Months,Michigan
Jewelry,Free Size,Gray,Accessories,Fall,2.5,69.0,No,Next Day Air,Venmo,3429,32.0,Female,No,20.0,Monthly,Washington
Dress,M,Black,Clothing,Spring,4.9,95.0,Yes,2-Day Shipping,Bank Transfer,1594,61.0,Male,No,25.0,Monthly,Maryland
Pants,XL,Silver,Clothing,Winter,4.0,36.0,No,Store Pickup,Venmo,2217,41.0,Male,No,15.0,Bi-Weekly,Vermont
Sneakers,XL,Purple,Footwear,Summer,3.8,51.0,Yes,Express,Bank Transfer,1547,60.0,Male,No,17.0,Annually,Oregon
Shoes,L,Brown,Footwear,Winter,3.9,90.0,Yes,2-Day Shipping,Venmo,1515,26.0,Male,No,1.0,Weekly,Utah
